JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer
2455835.32435,10.779,0.100,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.773,Z,,13.205,,SN 2011FE,30,STD,,,
2455835.344,10.9,,,Vis.,FRF,,103,111,5256QZ,,,,Z,,,,SN 2011FE,3,STD,,,
2455835.35556,10.919,0.029,,V,BQM,,,,5646ob,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455835.35625,10.871,0.027,,V,BQM,,,,5646ob,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455835.35694,10.883,0.028,,V,BQM,,,,5646ob,,0,,Z,11.7,,,SN 2011FE,0,STD,,,
2455835.3722,10.6,,,Vis.,HHU,,105,113,5253GY,,,,Z,,,,PTF11KLY,5,STD,,,
2455835.3889,11.1,,,Vis.,PDKA,,11.1,10.5,5261pj,,,,Z,,,,SN 2011FE,0,STD,,,
2455835.53958,10.5,,,Vis.,CKB,,103,105,110928,,,,Z,,,,SN 2011FE,0,STD,,,
2455835.5806,11.0,,,Vis.,KRB,,103,113,5660QP,,,,Z,,,,SN 2011FE,0,STD,,,
2455835.58124,11.728,0.014,,B,HQA,,ENSEMBLE,,,,1,1.000,Z,,,,SN 2011FE,30,STD,1,,
2455835.58124,10.832,0.012,,V,HQA,,ENSEMBLE,,,,1,1.000,Z,,,,SN 2011FE,30,STD,1,,
2455835.62869,10.801,0.003,,V,SAH,,ENSEMBLE,,5644BOK,,0,,Z,,,,SN 2011FE,0,STD,,,
2455835.65203,11.518,0.004,,B,SRIC,,ENSEMBLE,000-BKD-527,,MEAN 2 OBS. ERR BY QUADRATURE,0,2.01,Z,,12.129,,PTF11KLY,0,STD,,,
2455835.65495,10.832,0.028,,V,SRIC,,ENSEMBLE,000-BKD-527,,MEAN 3 OBS. ERR BY QUADRATURE,0,2.04,Z,,11.672,,PTF11KLY,0,STD,,,
2455836.23180,10.934,0.036,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.391,Z,,13.946,,SN 2011FE,30,STD,,,
2455836.23201,10.711,0.031,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.391,Z,,13.516,,SN 2011FE,30,STD,,,
2455836.23222,11.723,0.110,,B,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.392,Z,,14.616,,SN 2011FE,30,STD,,,
2455836.23242,10.718,0.098,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.393,Z,,13.263,,SN 2011FE,30,STD,,,
2455836.24167,11.0,,,Vis.,RZM,,105,111,5256xy,,,,Z,,,,SN 2011FE,0,STD,,,
2455836.242,11.0,,,Vis.,VOL,,105,113,5256cfr,,,,Z,,,,SN 2011FE,0,STD,,,
2455836.2575,10.35,,,Vis.,DAT,,TYC3852-00078-1,,K,,,,Z,,,,SN 2011FE,0,STD,,,
2455836.26042,11.0,,,Vis.,SSW,,105,113,5256dsl,,,,Z,,,,SN 2011FE,0,STD,,,
2455836.2611,10.9,,,Vis.,VFK,,105,111,5254AD,LEIPZIG 203/800,,,Z,,,,PTF11KLY,2,STD,,,
2455836.26250,10.9,,,Vis.,KOS,,10.5,11.1,5256dz,,,,Z,,,,SN 2011FE,3,STD,,,
2455836.2674,11.3,,,Vis.,REP,,NA,,NA,,,,Z,,,,SN 2011FE,24,STD,,,
2455836.26817,10.862,0.035,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.529,Z,,13.899,,SN 2011FE,30,STD,,,
2455836.26842,10.874,0.032,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.531,Z,,13.962,,SN 2011FE,30,STD,,,
2455836.26867,10.918,0.031,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.532,Z,,13.941,,SN 2011FE,30,STD,,,
2455836.26893,10.901,0.031,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.533,Z,,13.929,,SN 2011FE,30,STD,,,
2455836.26918,10.894,0.031,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.534,Z,,13.957,,SN 2011FE,30,STD,,,
2455836.2694,11.0,,,Vis.,KWO,,105,113,5252rwj,,,,Z,,,,SN 2011FE,2,STD,,,
2455836.26942,10.876,0.032,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.535,Z,,13.904,,SN 2011FE,30,STD,,,
2455836.26968,10.886,0.031,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.536,Z,,13.945,,SN 2011FE,30,STD,,,
2455836.26993,10.859,0.033,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.537,Z,,13.992,,SN 2011FE,30,STD,,,
2455836.27,11.0,,,Vis.,BFO,,000,,999999,,,,Z,,,,SN 2011FE,3,STD,,,
2455836.27018,10.907,0.031,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.538,Z,,13.983,,SN 2011FE,30,STD,,,
2455836.27043,10.913,0.031,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.539,Z,,13.937,,SN 2011FE,30,STD,,,
2455836.27068,10.900,0.031,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.540,Z,,13.935,,SN 2011FE,30,STD,,,
2455836.27093,10.914,0.031,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.541,Z,,13.951,,SN 2011FE,30,STD,,,
2455836.27118,10.888,0.032,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.542,Z,,13.910,,SN 2011FE,30,STD,,,
2455836.27144,10.877,0.032,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.543,Z,,13.938,,SN 2011FE,30,STD,,,
2455836.27169,10.917,0.031,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.544,Z,,13.943,,SN 2011FE,30,STD,,,
2455836.27194,10.878,0.032,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.545,Z,,13.909,,SN 2011FE,30,STD,,,
2455836.27219,10.860,0.033,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.546,Z,,13.935,,SN 2011FE,30,STD,,,
2455836.27244,10.905,0.031,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.547,Z,,13.958,,SN 2011FE,30,STD,,,
2455836.27269,10.888,0.031,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.548,Z,,13.957,,SN 2011FE,30,STD,,,
2455836.27294,10.876,0.032,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.549,Z,,13.915,,SN 2011FE,30,STD,,,
2455836.27915,10.686,0.032,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.576,Z,,13.553,,SN 2011FE,30,STD,,,
2455836.27935,10.694,0.032,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.577,Z,,13.518,,SN 2011FE,30,STD,,,
2455836.27954,10.649,0.034,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.578,Z,,13.523,,SN 2011FE,30,STD,,,
2455836.27974,10.676,0.033,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.579,Z,,13.547,,SN 2011FE,30,STD,,,
2455836.27994,10.706,0.032,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.579,Z,,13.521,,SN 2011FE,30,STD,,,
2455836.28013,10.714,0.032,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.580,Z,,13.582,,SN 2011FE,30,STD,,,
2455836.28032,10.695,0.032,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.581,Z,,13.514,,SN 2011FE,30,STD,,,
2455836.28052,10.660,0.033,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.582,Z,,13.593,,SN 2011FE,30,STD,,,
2455836.28071,10.695,0.032,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.583,Z,,13.573,,SN 2011FE,30,STD,,,
2455836.28091,10.668,0.034,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.584,Z,,13.516,,SN 2011FE,30,STD,,,
2455836.28110,10.630,0.034,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.584,Z,,13.612,,SN 2011FE,30,STD,,,
2455836.2812,10.6,,,Vis.,CSM,,000,,99999,,,,Z,,,,SN 2011FE,3,STD,,,
2455836.28129,10.646,0.034,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.585,Z,,13.602,,SN 2011FE,30,STD,,,
2455836.28149,10.692,0.032,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.586,Z,,13.520,,SN 2011FE,30,STD,,,
2455836.28168,10.670,0.033,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.587,Z,,13.495,,SN 2011FE,30,STD,,,
2455836.28187,10.690,0.032,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.588,Z,,13.540,,SN 2011FE,30,STD,,,
2455836.28207,10.692,0.033,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.589,Z,,13.582,,SN 2011FE,30,STD,,,
2455836.28227,10.668,0.033,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.590,Z,,13.614,,SN 2011FE,30,STD,,,
2455836.28246,10.685,0.033,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.590,Z,,13.557,,SN 2011FE,30,STD,,,
2455836.28265,10.650,0.033,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.591,Z,,13.544,,SN 2011FE,30,STD,,,
2455836.28284,10.672,0.033,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.592,Z,,13.527,,SN 2011FE,30,STD,,,
2455836.28352,10.685,0.107,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.595,Z,,13.117,,SN 2011FE,30,STD,,,
2455836.28372,10.756,0.103,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.596,Z,,13.178,,SN 2011FE,30,STD,,,
2455836.28391,10.686,0.107,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.597,Z,,13.148,,SN 2011FE,30,STD,,,
2455836.28411,10.697,0.105,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.598,Z,,13.087,,SN 2011FE,30,STD,,,
2455836.28430,10.657,0.108,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.599,Z,,13.215,,SN 2011FE,30,STD,,,
2455836.28449,10.688,0.108,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.599,Z,,13.256,,SN 2011FE,30,STD,,,
2455836.2847,10.9,,,Vis.,BVE,,107,111,BMU,CHART BMU BASED ON APASS AND TYCHO2,,,Z,,,,SN 2011FE,4,STD,,,
2455836.28472,10.634,0.114,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.600,Z,,13.293,,SN 2011FE,30,STD,,,
2455836.28492,10.682,0.108,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.601,Z,,13.315,,SN 2011FE,30,STD,,,
2455836.28515,10.493,0.127,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.602,Z,,13.266,,SN 2011FE,30,STD,,,
2455836.28534,10.695,0.107,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.603,Z,,13.161,,SN 2011FE,30,STD,,,
2455836.28553,10.728,0.101,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.604,Z,,13.160,,SN 2011FE,30,STD,,,
2455836.28572,10.704,0.107,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.605,Z,,13.093,,SN 2011FE,30,STD,,,
2455836.285729,10.665,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.456,Z,11.528,13.223,,SN 2011FE,0,STD,,,
2455836.28592,10.703,0.105,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.606,Z,,13.231,,SN 2011FE,30,STD,,,
2455836.28611,10.764,0.099,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.607,Z,,13.174,,SN 2011FE,30,STD,,,
2455836.286181,10.695,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.458,Z,11.528,13.377,,SN 2011FE,0,STD,,,
2455836.28630,10.700,0.106,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.607,Z,,13.152,,SN 2011FE,30,STD,,,
2455836.28659,10.681,0.107,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.609,Z,,13.196,,SN 2011FE,30,STD,,,
2455836.286609,10.656,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.460,Z,11.528,13.140,,SN 2011FE,0,STD,,,
2455836.28684,10.682,0.106,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.610,Z,,13.219,,SN 2011FE,30,STD,,,
2455836.28703,10.755,0.098,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.611,Z,,13.262,,SN 2011FE,30,STD,,,
2455836.287049,10.674,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.462,Z,11.528,13.014,,SN 2011FE,0,STD,,,
2455836.28723,10.749,0.103,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.612,Z,,13.265,,SN 2011FE,30,STD,,,
2455836.28742,10.707,0.105,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.612,Z,,13.234,,SN 2011FE,30,STD,,,
2455836.287488,10.661,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.464,Z,11.528,13.159,,SN 2011FE,0,STD,,,
2455836.287917,10.664,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.467,Z,11.528,13.184,,SN 2011FE,0,STD,,,
2455836.28817,10.903,0.038,,V,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.616,Z,,13.956,,SN 2011FE,30,STD,,,
2455836.288368,10.668,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.469,Z,11.528,13.240,,SN 2011FE,0,STD,,,
2455836.28838,10.689,0.033,,R,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.617,Z,,13.569,,SN 2011FE,30,STD,,,
2455836.28859,11.881,0.114,,B,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.618,Z,,14.711,,SN 2011FE,30,STD,,,
2455836.28880,10.734,0.102,,I,SJAR,,ENSEMBLE,000-BKD-533,5249ALC,,0,1.619,Z,,13.328,,SN 2011FE,30,STD,,,
2455836.288808,10.718,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.471,Z,11.528,13.269,,SN 2011FE,0,STD,,,
2455836.289236,10.691,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.473,Z,11.528,13.277,,SN 2011FE,0,STD,,,
2455836.289687,10.681,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.475,Z,11.528,13.131,,SN 2011FE,0,STD,,,
2455836.290116,10.717,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.477,Z,11.528,13.293,,SN 2011FE,0,STD,,,
2455836.290544,10.665,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.479,Z,11.528,13.203,,SN 2011FE,0,STD,,,
2455836.290995,10.708,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.482,Z,11.528,13.132,,SN 2011FE,0,STD,,,
2455836.291435,10.712,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.484,Z,11.528,13.176,,SN 2011FE,0,STD,,,
2455836.29145,10.950,0.006,,V,ATE,,138,141,110825,,0,1.64,Z,,14.022,,SN 2011FE,0,STD,,,
2455836.2917,11.0,,,Vis.,MZS,,000,,999999,001111900,,,Z,,,,SN 2011FE,3,STD,,,
2455836.291863,10.678,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.486,Z,11.528,13.205,,SN 2011FE,0,STD,,,
2455836.29215,10.968,0.006,,V,ATE,,138,141,110825,,0,1.64,Z,,14.010,,SN 2011FE,0,STD,,,
2455836.292315,10.698,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.488,Z,11.528,13.240,,SN 2011FE,0,STD,,,
2455836.29272,10.926,0.006,,V,ATE,,138,141,110825,,0,1.65,Z,,14.051,,SN 2011FE,0,STD,,,
2455836.292743,10.714,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.490,Z,11.528,13.212,,SN 2011FE,0,STD,,,
2455836.293183,10.694,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.493,Z,11.528,13.225,,SN 2011FE,0,STD,,,
2455836.29328,10.948,0.006,,V,ATE,,138,141,110825,,0,1.65,Z,,14.001,,SN 2011FE,0,STD,,,
2455836.293623,10.713,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.495,Z,11.528,13.659,,SN 2011FE,0,STD,,,
2455836.29385,10.949,0.006,,V,ATE,,138,141,110825,,0,1.65,Z,,14.029,,SN 2011FE,0,STD,,,
2455836.294051,10.701,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.497,Z,11.528,13.391,,SN 2011FE,0,STD,,,
2455836.29443,10.954,0.006,,V,ATE,,138,141,110825,,0,1.66,Z,,14.058,,SN 2011FE,0,STD,,,
2455836.294502,10.675,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.499,Z,11.528,13.252,,SN 2011FE,0,STD,,,
2455836.294942,10.716,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.502,Z,11.528,13.165,,SN 2011FE,0,STD,,,
2455836.29500,10.946,0.006,,V,ATE,,138,141,110825,,0,1.66,Z,,14.026,,SN 2011FE,0,STD,,,
2455836.295370,10.664,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.504,Z,11.528,12.779,,SN 2011FE,0,STD,,,
2455836.29556,10.938,0.006,,V,ATE,,138,141,110825,,0,1.67,Z,,14.010,,SN 2011FE,0,STD,,,
2455836.295810,10.683,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.506,Z,11.528,11.135,,SN 2011FE,0,STD,,,
2455836.29613,10.960,0.006,,V,ATE,,138,141,110825,,0,1.67,Z,,13.966,,SN 2011FE,0,STD,,,
2455836.29672,10.973,0.006,,V,ATE,,138,141,110825,,0,1.68,Z,,13.982,,SN 2011FE,0,STD,,,
2455836.29730,10.957,0.006,,V,ATE,,138,141,110825,,0,1.68,Z,,14.030,,SN 2011FE,0,STD,,,
2455836.29787,10.928,0.006,,V,ATE,,138,141,110825,,0,1.68,Z,,14.058,,SN 2011FE,0,STD,,,
2455836.298470,10.674,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.520,Z,11.528,13.182,,SN 2011FE,0,STD,,,
2455836.298924,10.746,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.522,Z,11.528,13.237,,SN 2011FE,0,STD,,,
2455836.299363,10.669,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.524,Z,11.528,13.180,,SN 2011FE,0,STD,,,
2455836.29957,10.977,0.007,,V,ATE,,138,141,110825,,0,1.70,Z,,14.031,,SN 2011FE,0,STD,,,
2455836.299792,10.736,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.527,Z,11.528,13.187,,SN 2011FE,0,STD,,,
2455836.30017,10.941,0.007,,V,ATE,,138,141,110825,,0,1.70,Z,,14.000,,SN 2011FE,0,STD,,,
2455836.300243,10.689,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.529,Z,11.528,13.122,,SN 2011FE,0,STD,,,
2455836.300683,10.690,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.531,Z,11.528,13.145,,SN 2011FE,0,STD,,,
2455836.30074,10.953,0.007,,V,ATE,,138,141,110825,,0,1.71,Z,,13.952,,SN 2011FE,0,STD,,,
2455836.301111,10.706,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.534,Z,11.528,13.321,,SN 2011FE,0,STD,,,
2455836.30130,10.979,0.007,,V,ATE,,138,141,110825,,0,1.71,Z,,14.036,,SN 2011FE,0,STD,,,
2455836.301563,10.709,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.536,Z,11.528,13.236,,SN 2011FE,0,STD,,,
2455836.30187,10.948,0.007,,V,ATE,,138,141,110825,,0,1.72,Z,,13.989,,SN 2011FE,0,STD,,,
2455836.301991,10.724,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.538,Z,11.528,13.321,,SN 2011FE,0,STD,,,
2455836.302419,10.750,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.541,Z,11.528,13.221,,SN 2011FE,0,STD,,,
2455836.30247,10.936,0.007,,V,ATE,,138,141,110825,,0,1.72,Z,,13.998,,SN 2011FE,0,STD,,,
2455836.3028,10.2,,,Vis.,LCR,,101,"103,105",5296YBI,,,,Z,,,,SN 2011FE,15,STD,,,
2455836.302870,10.759,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.543,Z,11.528,13.238,,SN 2011FE,0,STD,,,
2455836.30304,10.958,0.007,,V,ATE,,138,141,110825,,0,1.73,Z,,14.021,,SN 2011FE,0,STD,,,
2455836.303310,10.724,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.546,Z,11.528,13.337,,SN 2011FE,0,STD,,,
2455836.30361,10.970,0.007,,V,ATE,,138,141,110825,,0,1.73,Z,,14.041,,SN 2011FE,0,STD,,,
2455836.303738,10.714,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.548,Z,11.528,13.306,,SN 2011FE,0,STD,,,
2455836.30417,11.0,,,Vis.,KKAA,BUV,105,113,5256czo,,,,Z,,,,SN 2011FE,0,STD,,,
2455836.30417,10.967,0.007,,V,ATE,,138,141,110825,,0,1.73,Z,,14.021,,SN 2011FE,0,STD,,,
2455836.304190,10.630,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.550,Z,11.528,13.179,,SN 2011FE,0,STD,,,
2455836.304607,10.676,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.553,Z,11.528,13.143,,SN 2011FE,0,STD,,,
2455836.30474,10.957,0.007,,V,ATE,,138,141,110825,,0,1.74,Z,,14.069,,SN 2011FE,0,STD,,,
2455836.305058,10.699,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.555,Z,11.528,13.233,,SN 2011FE,0,STD,,,
2455836.30531,10.980,0.007,,V,ATE,,138,141,110825,,0,1.74,Z,,14.075,,SN 2011FE,0,STD,,,
2455836.305498,10.688,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.558,Z,11.528,13.229,,SN 2011FE,0,STD,,,
2455836.30588,10.953,0.007,,V,ATE,,138,141,110825,,0,1.75,Z,,13.997,,SN 2011FE,0,STD,,,
2455836.305938,10.649,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.560,Z,11.528,13.176,,SN 2011FE,0,STD,,,
2455836.306366,10.672,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.562,Z,11.528,13.348,,SN 2011FE,0,STD,,,
2455836.306817,10.691,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.565,Z,11.528,13.260,,SN 2011FE,0,STD,,,
2455836.30705,10.950,0.007,,V,ATE,,138,141,110825,,0,1.76,Z,,14.023,,SN 2011FE,0,STD,,,
2455836.307257,10.681,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.567,Z,11.528,13.085,,SN 2011FE,0,STD,,,
2455836.30761,10.957,0.007,,V,ATE,,138,141,110825,,0,1.76,Z,,13.968,,SN 2011FE,0,STD,,,
2455836.307685,10.650,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.570,Z,11.528,13.184,,SN 2011FE,0,STD,,,
2455836.30818,10.938,0.007,,V,ATE,,138,141,110825,,0,1.77,Z,,14.031,,SN 2011FE,0,STD,,,
2455836.308553,10.675,,,CR,HND,,119,138,5263EGI,KAF-401LE,0,1.575,Z,11.528,13.201,,SN 2011FE,0,STD,,,
2455836.30875,10.946,0.007,,V,ATE,,138,141,110825,,0,1.77,Z,,14.057,,SN 2011FE,0,STD,,,
2455836.30931,10.955,0.007,,V,ATE,,138,141,110825,,0,1.78,Z,,14.073,,SN 2011FE,0,STD,,,
2455836.30992,10.964,0.007,,V,ATE,,138,141,110825,,0,1.78,Z,,14.083,,SN 2011FE,0,STD,,,
2455836.31,10.2,,,Vis.,PUJ,,91,105,5263JQF,,,,Z,,,,SN 2011FE,6,STD,,,
2455836.31048,10.939,0.007,,V,ATE,,138,141,110825,,0,1.79,Z,,13.944,,SN 2011FE,0,STD,,,
2455836.31105,10.931,0.007,,V,ATE,,138,141,110825,,0,1.79,Z,,14.070,,SN 2011FE,0,STD,,,
2455836.31162,10.976,0.007,,V,ATE,,138,141,110825,,0,1.80,Z,,13.930,,SN 2011FE,0,STD,,,
2455836.31218,10.952,0.007,,V,ATE,,138,141,110825,,0,1.80,Z,,14.070,,SN 2011FE,0,STD,,,
2455836.31275,10.959,0.007,,V,ATE,,138,141,110825,,0,1.81,Z,,14.012,,SN 2011FE,0,STD,,,
2455836.31332,10.969,0.007,,V,ATE,,138,141,110825,,0,1.81,Z,,13.938,,SN 2011FE,0,STD,,,
2455836.31389,10.945,0.007,,V,ATE,,138,141,110825,,0,1.82,Z,,13.962,,SN 2011FE,0,STD,,,
2455836.31446,10.966,0.007,,V,ATE,,138,141,110825,,0,1.82,Z,,14.074,,SN 2011FE,0,STD,,,
2455836.31505,10.956,0.007,,V,ATE,,138,141,110825,,0,1.83,Z,,14.105,,SN 2011FE,0,STD,,,
2455836.31562,10.940,0.007,,V,ATE,,138,141,110825,,0,1.84,Z,,13.969,,SN 2011FE,0,STD,,,
2455836.31619,10.934,0.007,,V,ATE,,138,141,110825,,0,1.84,Z,,14.030,,SN 2011FE,0,STD,,,
2455836.31677,10.975,0.007,,V,ATE,,138,141,110825,,0,1.85,Z,,14.103,,SN 2011FE,0,STD,,,
2455836.31736,10.974,0.007,,V,ATE,,138,141,110825,,0,1.85,Z,,14.010,,SN 2011FE,0,STD,,,
2455836.31792,10.947,0.007,,V,ATE,,138,141,110825,,0,1.86,Z,,13.987,,SN 2011FE,0,STD,,,
2455836.31849,10.967,0.007,,V,ATE,,138,141,110825,,0,1.86,Z,,14.024,,SN 2011FE,0,STD,,,
2455836.31966,10.965,0.007,,V,ATE,,138,141,110825,,0,1.87,Z,,14.078,,SN 2011FE,0,STD,,,
2455836.32023,10.945,0.007,,V,ATE,,138,141,110825,,0,1.88,Z,,14.036,,SN 2011FE,0,STD,,,
2455836.32083,10.969,0.007,,V,ATE,,138,141,110825,,0,1.88,Z,,14.037,,SN 2011FE,0,STD,,,
2455836.32134,11.173,0.015,,CV,DGSA,,ENSEMBLE,138,AAVSO 5296AGA,,0,,Z,,13.709,,PTF11KLY,20,STD,,,
2455836.32140,10.960,0.007,,V,ATE,,138,141,110825,,0,1.89,Z,,14.094,,SN 2011FE,0,STD,,,
2455836.32180,11.201,0.014,,CV,DGSA,,ENSEMBLE,138,AAVSO 5296AGA,,0,,Z,,13.733,,PTF11KLY,20,STD,,,
2455836.32196,10.966,0.007,,V,ATE,,138,141,110825,,0,1.90,Z,,13.909,,SN 2011FE,0,STD,,,
